Positions,P-Value
17642,2.742427863688936e-06
17643,3.8305647807365033e-07
17644,4.080476851692588e-07
17645,2.460434017254492e-07
17646,3.6802514644426067e-06
17647,6.838226559548198e-07
17648,6.654437526584123e-07
17649,1.5200206799329673e-08
17650,8.528777125773756e-08
17651,1.791699148973326e-07
17652,2.9650602212584805e-07
17653,2.2626827303020528e-07
17654,1.6112440665014903e-07
17655,1.6112440665014903e-07
17656,2.6363998696309954e-07
17657,2.2985728691692333e-07
17658,6.13428179693043e-10
17659,1.803985168214603e-06
17660,2.0572206913994573e-07
17661,2.0572206913994573e-07
17662,1.480736823264175e-07
17663,1.3644868648696563e-07
17664,5.45482668952824e-07
17665,1.1541166128364507e-07
17666,2.495112026653377e-09
17667,4.944953628876581e-08
17668,2.5539162674713026e-07
17669,1.34110646063351e-07
17670,1.1633458555669663e-07
17671,1.7057297511025143e-06
17672,2.1052811188817945e-07
17673,1.436367202904532e-07
17674,2.2224610097095843e-09
17675,3.133134185108586e-07
17676,1.6790756774036181e-07
17677,1.7029568238883843e-07
17678,8.658243759615473e-07
17679,5.050940142942294e-06
17680,1.9855005329712845e-08
17681,3.536236243980022e-08
17682,3.536236243980022e-08
17683,9.411756204825526e-08
17684,1.6939848328900806e-07
17685,2.6649052121406485e-07
17686,6.54515222520519e-07
17687,3.347304477091002e-07
17688,2.1995646538049397e-06
17689,8.011718052021033e-08
17690,4.71996791276339e-07
17691,4.979157641695833e-07
17692,1.9730080440580814e-08
17693,1.409099645152703e-07
17694,2.174161894647139e-08
17695,7.311252684649696e-08
17696,5.582231531950128e-08
17697,2.817615949419411e-07
17698,5.4728800754529176e-08
17699,5.472880075452906e-08
17700,7.516451232524568e-08
17701,1.895784384718224e-07
17702,8.796842308055216e-09
17703,3.858353308928104e-07
17704,6.078779237852917e-13
17705,4.1262416113110625e-10
17706,2.972715784995139e-09
17707,4.3377801564799454e-14
17708,4.569269930564441e-13
17709,8.323310086212348e-14
17710,4.110370070210712e-13
17711,1.9033852197161868e-13
17712,9.833250767384992e-17
17713,1.0692904205978025e-15
17714,7.582207739058683e-14
17715,2.2506560869848118e-13
17716,1.044959489395513e-13
17717,3.031815575135585e-15
17718,4.176433254905916e-12
17719,1.1994266669791793e-12
17720,3.394066091712054e-13
17721,4.317675464751495e-15
17722,1.9973830707548115e-11
17723,3.591770853984286e-12
17724,1.5105124844063638e-10
17725,1.0524734956806502e-11
17726,2.3364846149204793e-11
17727,1.2459059483959897e-10
17728,2.2321668368856322e-10
17729,5.076124854947988e-10
17730,1.7464730375010888e-08
17731,1.3701528734687761e-09
17732,2.2612308047888826e-09
17733,3.786357389587885e-09
17734,1.6246342014595067e-09
17735,1.2693675576985433e-09
17736,5.627029908022498e-11
17737,3.8339693581477976e-10
17738,2.3456609697797843e-08
17739,1.7237717154351483e-07
17740,5.452638007092723e-07
17741,2.8075159095471895e-08
17742,4.731161872705071e-06
17743,1.0103045654816592e-06
17744,1.2767779345461376e-07
17745,2.1613434876263e-32
17746,1.0202672424369697e-07
17747,8.990000407527531e-06
17748,2.1305571395855673e-05
17749,8.637292066499795e-06
17750,2.046352181286371e-06
17751,6.0297821398048236e-06
17752,6.556122651350137e-07
17753,7.641050717581233e-09
17754,2.3553959034590645e-09
17755,3.316893629827669e-09
17756,5.953745668594989e-09
17757,5.58882082466883e-10
17758,8.638144049597064e-10
17759,1.2472653720591214e-09
17760,2.2219129229865422e-09
17761,2.951261764545628e-10
17762,5.2977579462264375e-33
17763,5.312121253201566e-15
17764,4.2508294888574245e-12
17765,2.3493402734593082e-11
17766,5.385103225175344e-11
17767,3.779454102962528e-10
17768,8.717828982941068e-12
17769,9.318843538684151e-11
17770,2.930246501844251e-10
17771,2.5027100905575436e-11
17772,1.8863206383082712e-11
17773,2.518809988076547e-11
17774,3.529338897057719e-11
17775,6.852589584373949e-11
17776,4.032587567441866e-11
17777,8.520861194374773e-11
17778,1.1685820726663627e-10
17779,6.279238323883027e-10
17780,3.852890103322083e-10
17781,2.3584968348270375e-09
17782,6.057832882540104e-10
17783,2.4198150569810896e-10
17784,9.633306450318251e-11
17785,7.429007549512271e-10
17786,4.3889657256004017e-10
17787,1.4147298875603491e-09
17788,2.431495229217626e-10
17789,7.228369598182665e-10
17790,7.611074340449178e-10
17791,1.1253477257629138e-09
17792,5.840647003710631e-10
17793,4.848091004309082e-09
17794,2.5580122072170252e-08
17795,3.821122009109868e-10
17796,1.4843589877738954e-10
17797,7.266995774770143e-10
17798,5.690278144874201e-09
17799,2.7697101266882008e-09
17800,4.1161281974862094e-10
17801,3.525523041755459e-09
17802,1.5607783235527643e-10
17803,4.9880754584060285e-18
17804,6.420885982181953e-10
17805,3.4164660452047453e-09
17806,3.7138345230912315e-10
17807,3.1221794548246196e-10
17808,1.764450551851027e-09
17809,1.3091065745500648e-09
17810,9.643845281699241e-11
17811,9.864267675557786e-10
17812,3.2112444369077365e-10
17813,4.4026218717933373e-10
17814,2.0958073127998724e-08
17815,5.322380195810564e-10
17816,3.52637618797823e-10
17817,8.751056524099481e-10
17818,2.753723898074043e-09
17819,9.254319865839983e-09
17820,2.960791857189712e-10
17821,8.89494369754647e-09
17822,1.2186085407657985e-08
17823,2.964799840525251e-10
17824,4.1115895871282143e-10
17825,6.635421798663982e-11
17826,7.459909005550335e-09
17827,1.3544898634144617e-09
17828,1.6567406661005737e-09
17829,2.7292563921860473e-09
17830,6.565426542653957e-09
17831,4.4340636848192105e-10
17832,1.970205086863915e-08
17833,4.255827172936347e-09
17834,4.078538128081844e-09
17835,3.4240534768313595e-08
17836,8.111837602594124e-10
17837,1.5903340018141734e-09
17838,1.7963653313806986e-09
17839,1.4534184290593697e-09
17840,5.965097432639298e-10
17841,7.19627206689289e-09
17842,1.5726453729447899e-09
17843,6.085661298156332e-10
17844,7.416433207799483e-09
17845,6.927728001301345e-10
17846,1.0403366789108664e-09
17847,2.6178200836605326e-47
17848,8.259768214639122e-10
17849,7.250505118299567e-10
17850,2.456688125025014e-09
17851,1.5013415319438822e-09
17852,5.985647557978931e-09
17853,1.652530977261442e-09
17854,2.8017621599123385e-09
17855,2.4566986421811993e-09
17856,1.9159991190587754e-09
17857,2.916899352323537e-09
17858,5.760544832891706e-09
17859,4.330277007441625e-09
17860,1.0154923782397764e-09
17861,1.7114260439959674e-09
17862,5.986575414880144e-09
17863,4.070423132747258e-08
17864,1.0097345387558603e-09
17865,4.1043978939554314e-13
17866,5.196936783786504e-10
17867,4.746632774270896e-10
17868,5.3858489498637386e-09
17869,4.178891241102484e-10
17870,6.228919127239581e-10
17871,7.322855696480793e-10
17872,3.558404169433556e-10
17873,1.2081099558865846e-10
17874,2.583807868644159e-09
17875,5.28944032883799e-10
17876,5.013082258687146e-10
17877,7.3438079154730745e-09
17878,4.478994452148932e-10
17879,4.740955021283939e-10
17880,6.979469353862124e-10
17881,4.876480274850317e-09
17882,3.175010014276166e-10
17883,1.8482955333374641e-09
17884,1.5603903587010987e-09
17885,1.8442160218274297e-09
17886,2.6067025140242927e-09
17887,1.9284304392239867e-09
17888,1.782195524776494e-09
17889,2.2574017263668624e-09
17890,4.132875877862158e-09
17891,5.334315163546367e-09
17892,6.5128094179383535e-09
17893,3.0855356284042594e-08
17894,2.5986726810758287e-09
17895,2.6948810192505894e-09
17896,4.3251063967888e-09
17897,6.108953394185924e-09
17898,2.3211278956454153e-08
17899,2.742094015151667e-09
17900,1.5957373373811512e-09
17901,8.908366167995975e-09
17902,8.07619421598021e-10
17903,1.4520783917289598e-09
17904,1.0254483336094243e-09
17905,4.049316087206791e-10
17906,4.736484193997573e-10
17907,4.299484872773159e-09
17908,8.711033133043059e-10
17909,6.740113461169377e-10
17910,9.616158366949239e-10
17911,2.0664055538325634e-10
17912,1.488018039406961e-10
17913,3.2153344020305738e-09
17914,1.2408194311820705e-10
17915,2.7777198586102513e-14
17916,1.892351755606979e-16
17917,5.1427606737818756e-17
17918,4.565964112652553e-17
17919,2.845398456536396e-17
17920,2.5833017643714792e-17
17921,6.496963341190417e-18
17922,3.1161230240350217e-16
17923,3.7979935617568335e-17
17924,3.71902072142135e-17
17925,2.7717909908225092e-15
17926,1.374670624065274e-18
17927,9.893248600631348e-19
17928,1.1287964673409377e-18
17929,5.131537731801524e-18
17930,2.261018375138764e-18
17931,1.419239405077189e-18
17932,4.435135372402147e-18
17933,7.256840007935961e-19
17934,1.4326256558907822e-16
17935,7.714103753738859e-19
17936,4.457160251158599e-19
17937,1.1192045644023486e-16
17938,2.413375922004711e-18
17939,6.019859963469661e-17
17940,4.774063342497486e-19
17941,8.919449868832456e-20
17942,1.0885108077543006e-19
17943,3.6630171664333117e-19
17944,4.3772684444778276e-17
17945,4.7428680549749835e-19
17946,4.932222894401112e-18
17947,1.102358356787911e-18
17948,3.9515572286221844e-19
17949,2.177607219258124e-17
17950,5.619745261947722e-19
17951,3.1076156452356747e-19
17952,3.616194389601293e-19
17953,1.767444266128606e-18
17954,8.09032331206138e-19
17955,1.9099563566509242e-19
17956,2.4845626145612642e-18
17957,4.641651850310582e-18
17958,4.978315197756005e-19
17959,5.749856959015588e-17
17960,1.5462453909369521e-18
17961,2.4315547135327634e-17
17962,1.8283244911033343e-18
17963,3.2731157433294164e-18
17964,7.688844228342774e-18
17965,3.87520838043724e-18
17966,5.226813285115309e-17
17967,8.461680797036476e-17
17968,9.887224766191716e-17
17969,6.6406731163625514e-15
17970,3.523430927544519e-117
17971,2.2101322427231937e-12
17972,5.222128981027266e-12
17973,6.915288474655209e-11
17974,9.72509976259637e-10
17975,5.926627732083172e-11
17976,6.40536093498926e-06
17977,1.8282860071446536e-07
17978,3.040121780819895e-07
17979,2.5263154587136106e-07
17980,2.5263154587136106e-07
17981,1.7790670993976774e-07
17982,2.406298791770897e-06
17983,2.331051838935029e-06
17984,2.480752702246549e-06
17985,1.770429112276675e-06
17986,3.205443897967434e-08
17987,4.5922038797753865e-08
17988,1.0697902393474698e-09
17989,4.76238930667938e-08
17990,2.2423433902524584e-08
17991,2.696849950233543e-07
17992,8.779381811281276e-09
17993,6.510374346601582e-08
17994,1.1070819008802467e-07
17995,5.308923107122577e-08
17996,3.264419613155771e-08
17997,3.7928651133058863e-08
17998,2.1126527230592067e-69
17999,1.6269518700473194e-301
18000,5.121625234441732e-75
18001,2.0479950259639246e-74
18002,6.71517827276009e-72
18003,3.2301894530226823e-74
18004,2.8971624078574775e-72
18005,8.084675928145887e-75
18006,1.674343311593632e-74
18007,8.589236131266433e-75
18008,8.308827985286772e-71
18009,3.882083156106344e-75
18010,4.646380280360027e-73
18011,2.2388345710295177e-75
18012,1.099249016079601e-73
18013,5.770910603551899e-77
18014,7.552693373881323e-76
18015,1.261959611636042e-73
18016,2.626020144689291e-77
18017,2.5996064339032385e-78
18018,7.004356599466824e-90
18019,5.275268781171338e-78
18020,5.630691013161912e-77
18021,7.210505482554382e-75
18022,9.279820503568614e-79
18023,2.296919874391811e-79
18024,5.40350390171625e-77
18025,1.9155551348762089e-81
18026,3.461096889963804e-81
18027,8.15142263027172e-77
18028,3.916815555331521e-82
18029,7.42853958029587e-81
18030,1.4822101912198796e-78
18031,1.4661682945726698e-80
18032,1.2723876638169833e-94
18033,9.006635122309082e-81
18034,4.350984425200357e-81
18035,4.350984425200357e-81
18036,8.931880951995316e-81
18037,7.363236200968942e-80
18038,2.9161005605068262e-77
18039,5.748255795746887e-79
18040,5.708778327110875e-77
18041,5.748255795746887e-79
18042,1.6394647259194427e-75
18043,1.5787711834052175e-77
18044,1.5787711834052175e-77
18045,3.176828729622568e-79
18046,2.5232758140168445e-78
18047,4.9164830269867e-78
18048,1.43961250725576e-75
18049,3.3434410064565987e-72
18050,1.0504628722783576e-75
18051,3.427444838423755e-73
18052,5.394391296757103e-76
18053,2.1339992869848382e-75
18054,2.948148291580138e-74
18055,1.1683500803274805e-70
18056,3.211874199167566e-73
18057,3.431107448982246e-73
18058,3.207867266937077e-73
18059,4.452548559102339e-74
18060,8.565266076256691e-74
18061,8.123661668957649e-74
18062,3.906316793946938e-74
18063,4.035480838790021e-74
18064,6.674959638875447e-74
18065,1.930010584815675e-74
18066,8.959738983063069e-72
18067,6.674959638875447e-74
18068,4.891770555343657e-75
18069,1.231534045532968e-73
18070,1.6963913106699977e-74
18071,2.7802166615664397e-75
18072,8.468391351981393e-75
18073,1.5389735730673838e-74
18074,4.2647747894730516e-75
18075,1.1460054197705511e-77
18076,6.642783836031076e-78
18077,1.7199884760477692e-74
18078,1.3202548709428603e-77
18079,1.0555413224093858e-84
18080,2.4261465336694196e-79
18081,4.1206383398658728e-75
18082,1.2101523636691534e-75
18083,2.7377927796606015e-76
18084,1.089358054906194e-75
18085,1.612073556860205e-75
18086,6.391861804297115e-93
18087,6.195814448689849e-73
18088,8.566017412313177e-74
18089,1.44114445233964e-77
18090,1.936537544616989e-84
18091,7.539060261885256e-74
18092,6.546766733017644e-76
18093,2.222125943363017e-73
18094,3.128649636220203e-76
18095,5.206207937897433e-76
18096,2.228673758791438e-74
18097,1.4270165722319362e-76
18098,5.542283081658632e-76
18099,2.0628247401075895e-73
18100,7.641132765376721e-75
18101,8.638458864273545e-77
18102,1.4270579966665555e-72
18103,4.020812507513342e-73
18104,2.4156109107821435e-73
18105,2.975021601958364e-69
18106,1.1734819577350414e-72
18107,1.425684702253174e-74
18108,3.55574752614921e-71
18109,2.0099474566113657e-71
18110,1.1855859096146329e-73
18111,5.4593349904040145e-68
18112,6.176725475323518e-71
18113,3.781760316139497e-71
18114,2.3673808986896557e-71
18115,1.9451078556820867e-76
18116,1.953386414960466e-68
18117,4.745806183759339e-69
18118,1.3666747308610294e-69
18119,3.1760900069493186e-73
18120,1.066988669046673e-71
18121,6.078314335772776e-69
18122,1.2934154385757085e-68
18123,6.8918828826877754e-71
18124,2.0268694144221138e-70
18125,6.8918828826877754e-71
18126,1.080741519902943e-76
18127,6.177697433350091e-71
18128,9.544529180548586e-60
18129,3.898358906486864e-109
18130,1.457449638392811e-57
18131,1.512403994897985e-57
18132,6.015534635736087e-58
18133,5.288284490085442e-75
18134,1.7518587130429947e-75
18135,2.7028459244495326e-72
18136,1.0432546794327162e-74
18137,6.481856550615475e-75
18138,1.9535716446865746e-73
18139,4.948902873832563e-75
18140,1.0915851730752413e-73
18141,1.4912178742043132e-74
18142,4.948902873832563e-75
18143,3.3665943969663388e-71
18144,3.827121216449622e-72
18145,1.4030836981789206e-75
18146,2.699349157183125e-71
18147,1.8959323026794624e-75
18148,1.5132209625605677e-72
18149,7.994190458971434e-73
18150,1.6128333184848868e-75
18151,1.9497658215432307e-76
18152,1.271371214565357e-76
18153,1.2197728762363993e-72
18154,2.464812652910542e-75
18155,1.0700894059272559e-73
18156,8.124084571814009e-74
18157,5.9544143298313104e-77
18158,2.8669050249288805e-76
18159,3.1943663431078647e-74
18160,1.4046146108813096e-74
18161,1.4223904034227423e-76
18162,6.935242614966762e-76
18163,0.0
18164,8.413507409605921e-79
18165,1.6124009556778064e-76
18166,1.9421786354405328e-76
18167,5.426612994385376e-77
18168,2.2773980952842448e-76
18169,1.7419063840239248e-75
18170,4.411405340910167e-76
18171,2.884812359628361e-78
18172,1.9609586715045845e-72
18173,2.6503972199711446e-77
18174,4.526907796240153e-75
18175,1.8336355315749244e-75
18176,1.6509501223015357e-109
18177,4.621535439173896e-77
18178,1.0837667379855833e-76
18179,2.2369722226162835e-74
18180,1.745252271253507e-72
18181,1.2883523737574434e-74
18182,2.8371009328316815e-77
18183,3.974540626489956e-75
18184,4.166165113876426e-74
18185,6.80778348478472e-76
18186,5.096849654018318e-76
18187,1.949055285972349e-76
18188,2.199979353618229e-74
18189,5.461512362821917e-75
18190,2.1813020134106233e-76
18191,2.6086564896030194e-77
18192,1.0782295175096417e-78
18193,1.744374620272659e-77
18194,1.4934867736431603e-77
18195,5.0626364560025724e-76
18196,9.372694861512857e-76
18197,2.3433360858475045e-76
18198,4.350700411700988e-76
18199,2.6781854864101033e-72
18200,1.8215307166765456e-77
18201,2.2317097827792617e-73
18202,2.6212441288857044e-74
18203,2.253458270592492e-76
18204,1.3551923560160023e-76
18205,3.772688661957894e-77
18206,7.013406447088662e-77
18207,4.552237197365645e-73
18208,1.0075327501769359e-75
18209,2.6188997044745143e-76
18210,5.466856363403409e-74
18211,9.811358918966249e-74
18212,3.951597048609963e-75
18213,1.3742083867167296e-72
18214,2.4443960044890382e-73
18215,1.9140544080851284e-77
18216,2.1074171424613294e-77
18217,1.0499375534171515e-77
18218,2.1074171424613294e-77
18219,2.1074171424613294e-77
18220,3.8102051564677746e-77
18221,7.769183127282976e-77
18222,1.0149185135185486e-73
18223,2.793877380016644e-76
18224,9.80791078758126e-75
18225,1.365644560969303e-74
18226,1.3593841462492231e-74
18227,2.183264856359151e-75
18228,1.0938208978917054e-73
18229,1.913953165966005e-77
18230,1.3954487322302853e-76
18231,3.8361769686009994e-75
18232,5.657346388273763e-76
18233,2.8058258103662054e-76
18234,3.438163488166026e-72
18235,7.681246710308955e-75
18236,5.57162836086048e-78
18237,4.235927002746019e-75
18238,4.1728101535071905e-77
18239,3.705795891707775e-77
18240,4.2208751765191775e-77
18241,2.8214226114654143e-74
18242,3.771206539206802e-75
18243,2.487487336099945e-78
18244,2.012725339057236e-77
18245,3.890198576586497e-75
18246,1.7153496610103945e-76
18247,5.665844868065766e-76
18248,1.0501160752788175e-77
18249,2.5137174852734782e-82
18250,1.5551966343178792e-79
18251,6.0208840173211856e-77
18252,7.640576376670956e-80
18253,6.495184405147547e-89
18254,4.126107069194441e-81
18255,5.8993348321668974e-114
18256,6.746036449057117e-80
18257,2.8010132073272137e-80
18258,1.259338870312375e-77
18259,7.749832790602868e-78
